Text
dahilik axmaqlıq arasındakı fərq dahiliyin sərhədlərinin olmasıdır albert einstein
dindarlığınızı tanrıya göstərin insanlığınız lazımdır friedrich nietzsche
insanları sevə bilərdim sevməyə başlamasaydım can yücel
üzüntüsü saxta olanın ağlaması göstəriş olar tolstoy
ha söz qoşum aya ulduza ha deyim gecə gözəl gecədi gecə üz tutmuşamsa özün bilirsən kefim necədi
hiss etmədiyin şeyi anlaya bilməzsən uilyam şekspir
cəmiyyət həqiqətdən uzaqlaşarsa həqiqəti deyənlərdən nifrət edər george orwell
qanadsız quşdur xülyasız şeir
kitabdakı insanları küçədəkilərdən sevdim cemil meriç
gün ağız qalır boş gün dolu dad olur gün olmaz gün olur bəxtin dursa görərsən yadlar qohumqardaş olur bəxtin yatanda qohumqardaş yad olur
heyvan insan zalım ola bilməz cür ustalıqla zalımlığı insan bacarar dostoyevski
həyat öncə özünü görməzdən gəlib başqaları çırpınanları sınağa çəkər
kəs bilir həyatın sonu ölümdür ah qəmli dəyişmə yaman zülümdür şеrim gülünc oyun bəllidir yarın bizi bəklər öl fəqət məzarın olsun ürəklər
mart aprel tarixlərində bolşeviklərin dəstəyi daşnaksütun partiyası başında stepan şaumyanın durduğu erməni birləşmələri millietnik təmizləmə siyasəti apararaq bakı şamaxı quba ərazilərdə minlərlə türkmüsəlman əhaliyə qarşı qırğın törətdi
mart qan yaddaşımızdır
deyirsə sevmə rəna gözəlləri bilmir sevgi aləmi biixtiyarıdır əliağa vahid
tanıdığın insanlar oxuduğun kitablar həyatını dəyişdirir
dözülməz olan bəzən həyat yox insanlar franz kafka
boş insanlarla içi dolu xəyallar qura bilməzsiniz bukowski
təhlükəli insan tipi anlayıb inananlardır çexov
dünyada işlənə biləcək ağır cinayət iş insanların həyat sevincini ümidini öldürməkdir george orwell
qəlbi həssas olana dünya ağır gəlir cahit zarifoğlu
bastığın yerleri toprak diyerek geçme tanı düşün altındaki binlerce kefensiz yatanı canakkalegecilmez
cahan кi solmayan bağçabağdır rəvamıdır gülmədən ölməк yazıq şəхsə кi qaraqabaqdır yaraşır insana gülməк
arzuya bax sevgilim tellərindən incəmi söylə ürəyincəmi
vicdanı olmayan yaxşılığın olduğunu bilməyən insan əzab çəkə bilməz khaled hosseini
susqun insan boş divar kimidir arxasında nəsə olduğunu bilirsən onu yıxmağa cəsarət etmirsən
gəldemək istəyir gəldeyə bilmir əllər dediyini dil deyə bilmir nəbi xəzri
xarici ədəbiyyatdan sevindiyiniz cümlə yazın
mart
dünyanın yarısı qadınlardan ibarətdir yarısı qadınların dünyaya gətirdiklərindən bayramınız mübarək əziz xanımlar
təsadüfi yerə çiçək qoysaq qadın məzarına rastlayacaq qadın öldürüldü ölkədə
ruhun qarşısında baş əyirik ulu öndər
daş qəlbli insanları neylərdin ilahi bizdə soyuq qanları neylərdin ilahi mirzə ələkbər sabir
qadın hardasa kibrit çöpündən tez sönür gülüşü
uşaqlar bilir sevənlər bilir bəzən şairlər dəlilər bilir bizlər möcüzələrlə dolu dünyanı bilmirik osho
gecələr darayaydı saçlarını gözəl gözəlsən gözəl
qorxuram dünyada zaman gələ insanlar yaşaya insanlıq ölə
yadındamı məhəbbət dəniz duyğular duyğudan təmiz baba vəziroğlu
khojalygenocide
xocalı soyqırımının anım günü xocalının özüylə khojalygenocide
qadın gülürsəbu işsiz mühitimiz güləcək sürüklənən bəşəriyyət qadınla yüksələk hüseyn cavid
səhər yuxudan durub özünü uşaq evdədi ölənləri sağ
followsilentl ekskalibur necmeddinsadygv qemlonuz
rəsulzadə deyib qadın aciz haqlarından məhrum cahildirsə deməli millətin yarısı xəstə iflic durumdadır
vaxtda rast gəldin halıma gülmək istədim vaxtda rast gəldin təzədən dünyaya gəlmək istədim
yenə şəhərdə üzüzə gəldik neyləyək ayrıca şəhərimiz yox xoşbəxt ola bilərdik xoşbəxtik xəbərimiz yox
göründüyü olsaydı əlinə aldığın dəniz suyu mavi olardı george orwell
gün dahi qəzəlxanın doğum günüdür
vahid sorma vətən nədən yaxşıdır adı gəlcək könlüm xəndan görünür əliağa vahid
dünyanı pis insanlar deyil özlərini yaxşı sanıb əslindəsə insanlıqdan məhrum olanlar batıracaq
kəpənəklərin uşaqlardan yaşadığı dünyada hansı şeiri yazım ahmet arif
deyirsən yanında qalacağam gözəl fikirdir qal qurban
bəxtiyar vahabzadənin gün anım günündür şair il fevralda vəfat etmişdir hörmətlə anırıq
yaşamaq yanmaqdır yanasan gərək həyatın mənası yalnız ondadır
sevgiyə gəldikdə böyük azad hissin yolunu bağlamaq edilən hansı cəhd faydasızdır mikayıl müşfiq
vaxtlar rusca reklamlar ingiliscə dürtülür gözə itin dilinə hörmətimiz bircə dilimiz yaramır bizə bəxtiyar vahabzadə
ər istəyəni məktəbə elm istəyəni ərə verdikdə cəmiyyət dağılır mirzə ələkbər sabir
öləndə şeirlərim insanların qəlbində yaşayacaqvarlığın mənası məhz budurözündən iz qoymaq mikayıl müşfiq
yenə bağ olaydı səni teztez görəydim qələmə söz verəydim
fevral il biləsuvarın əliabad kəndində azərbaycanın milli qəhrəmanı mübariz ibrahimov dünyaya gəlmişdir qəhrəmanın şəhid olduğu mübariz postunda halhazırda azərbaycan bayrağı dalğalanmaqdadı
ana dedim ürəyimə yanar odlar saçıldı ana dedim ürpəriş hasil oldu canımda ana dedim qarşımda gözəl səhnə açıldı ana dedim fəqət onu görməz oldum yanımda
oğurluğu bacarmayanlar həbsxanada oturur bacaranlar kresloda aleksandr kafanov
anlıq dincəlim yuxlayım deyə bircə əlacım unutmaq səni ot su bilmirəm yerdə yaradıb torpaq səni
insanlarla oynamamalı yer incə yer ora toxunmamalıyıq yaşar kamal
insan onu susqunluğundan anlayacaq birinə ehtiyac duyar
mikayıl müşfiq repressiya qurbanı olduğunda gənc yaddaşımızda gənc qaldı bizə onin yoldaşlarının gənc yaşda əmanət etdiyi vətəni şeiriyyatı milli iradəni quruyub saxlamalı layiq gənclik olmalıyıq
gəncliyi cismən yox ruhən yaşayan kəsin bayramı mübarək
uşaq anam içmədiyin suyu saxsıya tök deyərdi həmişə böyük stəkanı doldurardım uşaq stəkanımda qalan suyla yaşadığını düşündüyüm çiçəklərlə xoşbəxt olardım
ümumilli lider doğum günün mübarək
dostoyevskiyə kaş yaşanması mümkünkən yaşaya bilmədiyimiz xoşbəxtliklərdir
yad baxmağı yana yar yada baxmayaydı
yaxşılara sağ olanda yaxşı deyin sağ olanda yaman deyin yamanlara şairlərə sağ olanda hörmət edin sağ olanda heykəl qoyun ölməzlərə sağ olanda ifşa edin xəbisləri satqınlara sağ olanda satqın deyin
göz yaşları yuduqca baş daşını qəbrində qurcalanıb deyəcəksən ilahi illər boyu ağlatdığım qadın görən saxlayıb göz yaşını
keçən günüm solub gedən gülümsən günbatanda gülümsə musa yaqub
brahim
sabahattin ali deyir yalnızlığımın səbəbi kitablarda tanıdığım insanların birisinin ətrafımda olmaması
sevgilim gözəldir gözəl çək
gözəl yaraşır insana gülmək
öl fəqət məzarın olsun ürəklər
qüsursuz cinayət yaşam sevincini öldürməkdir paulo coelho
samirhuseynly arahmanzade getvidbot videonu telegram kanalımızdan əldə edə bilərsiniz
müəllif hüquqları videoda adı keçən şəxslərə aiddir
videonun ərsəyə gəlməsində əməyi olan kəsə təşəkkürümüzü bildiririk
yaxşı insanlar cənnətə gedər yox yaxşı insanlar hara getsə ora cənnət olar
üçrəngli bayrağı qanlarıyla vətən torpağına çəkdi şəhidlər blackjanuary
narmn dindir məni hərdən gözəlim
dindir məni hərdən gözəlim fürsət olanda vəslin bizə an olar qismət olanda əliağa vahid
axmaqlığın böyük dəlili eyni şeyi dəfələrlə edib fərqli nəticə gözləməkdir albert eynşteyn
demirya təşəkkürlər
demirya araşdırıb şeiriyatını öyrənsəniz peşman olmazsınız
səssiz ölmək istəyirəm səsim gəlsə bağışla sənsiz ölmək istəyirəm ölsən bağışla
ramiz rövşəndən sevdiyiniz cümlə yazın
xadijamm timah pieceliterature təşəkkür edirəm
dilbəri sordum gəlibgеdəndən dеdilər barışmaz küsmüşdür iltifat еtdim qaçdı qaçqın ədasına qurban olduğum
xadijamm timah pieceliterature iltifat yoxsa tənqid
yalnız yanlış qəlbdə olmaqdan yaxşıdır bukovski
atalıydı analıydı uşaqlar evdə biri vardı biri yox nüsrət kəsəmənli
gözəl günlər gəlməz gedəcəksən mövlana
sevilən qadın qadınların gözəli deyilmi balzak
yarıya bölünmüş alma kimiyik üzü mənəmsə üzü sənsən baba vəziroğlu
anara bəli
min il qabaq səhv düşüb nəsə minillik səhvə qurban getmişik
anara
ömrün yarısı deyərsən müşfiqə ömrü görərlər
insanlar söylədikləri məşğul deyillər insanların öncəlikləri vardır bəzən sıra gəlməz auster
onu dan ulduzu nazlı şəfəq sanırdım inanmasam inanardım
asmar
gecələr darayaydı saçlarını gözəl gözəlsən gözəl
kəs qəlbimdə yerə sahibkən ölkən vardı can yücel
səmavəti allaha xoş gəlməyibən getdi həyatımı vurdu daşa çıxdı başa
kədərli axmayaydı göz yaşım axmayaydı yad baxmağı yana yar yada baxmayaydı
nargzmustafa əjdər ol
gedərgəlməzdən qayıda bilsəm dur çıx yol üstünə gedən gələr gedərgəlməzdən dönməyib ölsəm üzülmə dənəm adam ölər
kənddə xoruz vardı qışqırıb banlayırdı gün səsi kəsildi sahibindən soruşdum xoruzun səsi gəlmirdedicamaat şikayət etdi bizi oyadır yatmağa qoymur başını kəsdim gündən anladım camaatı oyatmaq istəyənlərin başı kəsilir şəhriyar
gulydavinch hcavid
müşfiq quş olsa an uzaqlara uçarmı söylə
yevaeyr məqsədimiz sevginizi qazanmaqdır
rahibpg sabir bilirəm araşdıracam yenidən
rahibpg nəyə əsasən səhv olduğunu düşünürsünüz qəzəli sabirə məxsus bilirəm başqa cürdüsə göstərin zəhmət olmasa
dəyişib dövrüzaman gümandan danışır molla rüşvətxanadan kafir imandan danışır mirzə ələkbər sabir
yunan rəvayətinə yalan həqiqətin paltarını oğurlayar çılpaq həqiqəti görmək istəməyənlər gözəl yalanlara aldanar
dünya həssas qəlblər cəhənnəm kimidir
talu
öl fəqət məzarın olsun ürəklər
fuadmusayv müşfiqi unudulmaq öldürər unutmadıq unutmarıq
müşfiqi güllə yox unutulmaq öldürər unutmadıq unutmarıq
brovs pfgbr müşfiqi güllə yox unutqanlıq öldürər
gözəllərdə gözəl ruh ararım ruhu çirkinləri çirkin sanarım hüseyn cavid
nsrli kimseyilgilend sağ olun
rt lmusfiq insanın sağlığı yerində vicdanı rahat olsun yetər
insanın sağlığı yerində vicdanı rahat olsun yetər
brovs xoşdu buyurun
həyətimdə səfalı bağ salacağam yurdumda misilsiz bağban olacağam mikayıl müşfiq
nezrinkamalli elnursuleymanow
nezrinkamalli monthh axmedli qarablog sağ ol
brovs olun izlədiyiniz təbii mütləq paylaşaram
iamulks monthh missmhb zazahadioglu sağ olun
insanlar tənbəldir könül almağa ərinib qəlb qırarlar
madmazzell elnursuleymanow haldunovruzzade elmir denisgasimoffa qemlonuz sağ olun
insanın dərdini anlamaq gözəl hədiyyədir anlamasanız sevə bilməzsiniz
ismayıllı şəhidi cəmil məmmədli unutmadıq unutmarıq
başlıq sizindir
özümə verdiyim böyük məsləhət arxasını çevirənin üzünə baxmağa çalışma
sevmək can almaq deyil can olmaqdır
zamanlar dönüb olmuşam
ayrı düşdük aylar ötdü il oldu
bilirsən linda kimsə vazkeçilməz deyil həyatda özünü vazkeçilməz sanan biri axmaq deyil şübhəsiz verdiyim doğru qərar özünü vazkeçilməz sanan axmaqlardan uzaqlaşmaq oldu
uçan durnalara şeir yazdılar ölən durnaların lələkləriylə
maliyyə piramidası yaradaraq mövcud olmayan kriptovalyuta satan bununla dələduzluq yolu çoxsaylı şəxsləri aldadan dəstə üzvləri ifşa ediliblər
lənkəran şəhər rayon polis şöbəsinin təşkilatçılığı şəhər nömrəli tam orta məktəbdə narkomaniyaya yox deyək mövzusunda görüş keçirilib
quba rayon polis şöbəsinin təşkilatçılığı rayonun alekseyevka kənd tam orta məktəbində gəncliyimizi narkomaniyadan qoruyaq mövzusunda maarifləndirmə tədbiri keçirilib
binəqədi qəsəbəsində evdən su sayğacı oğurlayan şəxs saxlanılıb
sabunçu rayonunda polis növbəti genişmiqyaslı əməliyyatlar keçirib noyabrın dən günə rayon ərazisində narkotiklərin qanunsuz dövriyyəsi məşğul olan saxlanılıb
masallı rayon polis şöbəsinin təşkilatçılığı gəyəçöl kənd tam orta məktəbində narkomaniyaya erkən nikaha yox deyək mövzusunda maarifləndirmə tədbiri təşkil edilib
balakən rayon polis şöbəsinin təşkilatçılığı şəhər saylı tam orta məktəbdə gəncliyimizi narkomaniyadan qoruyaq mövzusunda maarifləndirmə tədbiri keçirilib
milli hematologiya transfiziologiya mərkəzi qan bankı bölməsinin təşkilatçılığı tərtər rayonunda qanvermə aksiyası keçirilib
yasamal rayonunda son gündə keçirilən əməliyyatlar zamanı narkotik vasitələrin qanunsuz dövriyyəsi məşğul olan nəfər saxlanılıb
polis orqanları tərəfindən sanitariyagigiyena qaydalarının pozulması hallarının qarşısının alınması məqsədilə tədbirlər davam etdirilir
saatlı rayon polis şöbəsinin təşkilatçılığı svurğun adına saylı tam orta məktəbdə narkomaniyaya yox deyək mövzusunda maarifləndirici tədbir keçirilib
ilin ayı ərzində sumqayıt şəhərində keçirilən əməliyyatlar zamanı kiloqrama yaxın narkotik vasitə dövriyyədən çıxarılıb qanunsuz fəaliyyətlə məşğul olan nəfər məsuliyyətə cəlb edilib
gəncə şəhər bpinin nizami rpinin təşkilatçılığı şəhərin saylı tam orta məktəbində karantin tələbləri nəzərə alınmaqla narkomaniyaya yox deyək erkən nikah fəsadları dini radikalizmə qarşı mübarizə zamanın çağırışıdır mövzularında tədbir keçirilib
qax rayon polis şöbəsinin təşkilatçılığı rayonun qum kənd tam orta məktəbində narkomaniyaya yox deyək mövzusunda maarifləndirmə tədbiri keçirilib
abşeron rayonunda taksi sürücüsünü daşla vuraraq qarşı quldurluq edən müştəri saxlanılıb
vətən müharibəsində azərbaycanın ərazi bütövlüyü uğrunda gedən döyüşlərdə şəhid olmuş dinin daxili qoşunların hərbi qulluqçusu baş çavuş ismayıl qəsəbovun il mərasimi keçirilib
nəsimi rayon polis idarəsinin təşkilatçılığı bakı slavyan universitetinin nəzdində məktəblisey kompleksində karantin qaydaları nəzərə alınmaqla narkomaniyanın fəsadlarından bəhs edən maarfiləndirmə tədbiri keçirilib
azərbaycan respublikası baş prokuroluğun daxili işlər nazirliyinin birgə məlumatı
işğaldan azad edilmiş ərazilərdə polis əməkdaşları tərəfindən silahsursatların aşkar edilməsi məqsədi profilaktiki tədbirlər davam etdirilir
sabirabad rayon polis şöbəsinin təşkilatçılığı məsabir adına saylı tam orta məktəbdə karantin tələbləri nəzərə alınmaqla narkomaniyanın fəsadlarından bəhs edən maarfiləndirmə mövzusunda tədbiri keçirilib
ilin əvvəlindən polis əməkdaşları tərəfindən yerin təkindən qanunsuz istifadə cümlədən qeyriqanuni qumçınqıl daşınmasının qarşının alınması istiqamətində keçirilən reydlər zamanı fakt aşkar edilib
sabunçu rayonunda evdən min manat dəyərində qızılzinət əşyaları oğurlayan həmçinin narkotik vasitələrin qanunsuz dövriyyəsi məşğul olan ümumilikdə nəfər saxlanılıb
qaradağ rayonunda si şəhid ailəsi olmaqla evdən kombi aparatı oğurlayan nəfər saxlanılıb
noyabr azərbaycan respublikasının konstitusiya günüdür müstəqil azərbaycanın ulu öndər heydər əliyevin rəhbərliyi hazırlanan konstitusiyası il noyabrın keçirilmiş ümumxalq səsverməsi referendum yolu qəbul edilib noyabr konstitusiyagünü
il noyabr ayının daxili işlər orqanları tərəfindən qeydə alınmış cinayət hadisələr haqqında statistik məlumat
noyabrın daxili işlər nazirliyinin qida təhlükəsizliyi agentliyinin iqtisadiyyat nazirliyi yanında dövlət vergi xidmətinin nümayəndələri bakı şəhərində respublika ərazisində toy şənliyinin monitorinqini həyata keçirib
baş narkotiklərlə mübarizə idarəsinin ölkəboyu keçirdiyi növbəti əməliyyatlar zamanı narkotiklərin satışını həyata keçirən mütəşəkkil dəstəyə daxil olan nəfər saxlanılıb kiloqram narkotik vasitə aşkar edilib
astarada narkomaniyaya qarşı maarifləndirmə tədbiri keçirilib
qobustan rayon polis təhsil şöbəsinin birgə təşkilatçılığı şəhər saylı tam orta məktəbdə narkomaniyaya yox deyək mövzusunda tədbir keçirilib
nərimanov rayonunda narkotik vasitələrin qanunsuz dövriyyəsinə qarşı son həftə ərzində keçirilən əməliyyatlar zamanı nəfər saxlanılıb
yevlax rayon polis şöbəsinin təşkilatçılığı rayonun saylı tam orta məktəbində karantin tələbləri nəzərə alınmaqla narkomaniyaya qarşı maarifləndirmə tədbiri keçirilib tədbirdə polis əməkdaşları məktəbin müəllim şagird kollektivi iştirak edib
bakıda beynəlxalq narkoşəbəkəyə daxil olan norkokuryer saxlanılıb
hərəkətdə olan bakısumqayıt elektrik qatarına daş ataraq vaqonların şüşlərini sındıran sərnişinlərin həyatı real təhlükə yaradan azyaşlılar saxlanılıblar
bayrağımız qürur mənbəyimizdir bayrağımız canımızdır ürəyimizdir gün azərbaycanın yerində azərbaycan bayrağı dalğalanır müzəffər ali baş komandan ilham əliyev
şəki şəhər rpşinin əməkdaşları zəfər günü əlaqədar şəhidlər xiyabanını ziyarət edib şəhidlərimizin məzarları önünə gül dəstələri qoyublar heydər əliyev mərkəzinin ərazisində zəfər gününə həsr olunan ağacəkmə aksiyasında polis əməkdaşları fəal iştirak edib
zərdab rayon polis şöbəsində zəfər günü münasibətilə vətən müharibəsi qaziləri görüş keçirilib
zaqatalada zəfər günü əlaqədar rayon ərazisində keçirilən ağacəkmə aksiyasında polis şöbəsinin əməkdaşları fəal iştirak edib
oğuz rpşnin əməkdaşları noyabrzəfər günü əlaqədar rayonun şəhidlər xiyabanını ziyarət edib vətənimizin bütövlüyü uğrunda canlarını qurban verən mərd mübarizlərin məzarları üzərinə tər çiçəklər düzüb əziz xatirələri dərin ehtiramla yad ediblər
azərbaycan respublikasının prezidenti ilham əliyev noyabrın türkiyə respublikasının milli müdafiə naziri hulusi akarın başçılıq etdiyi nümayəndə heyətini qəbul edib
biləsuvarda zəfər gününə həsr olunmuş ağacəkmə kampaniyası keçirilib
azərbaycan respublikasi daxili işlər nazirliyinin daxili qoşunlarinin şəxsi heyətinə
il noyabr ayının daxili işlər orqanları tərəfindən qeydə alınmış cinayət hadisələr haqqında statistik məlumat
erməni hərbi birləşmələrinin şuşa şəhəri ərazisində atıb qaçmağa məcbur olduğu silah sursatlardan təmizlənməsi şuşa rayon polis şöbəsinin əməkdaşları tərəfindən aidiyyəti qurumlarla birgə nəzarətprofilaktiki tədbirlər görülür
azərbaycan xalqı liderinin müzəffər ali baş komandan cənab ilham əliyevin ətrafında sıx birləşərək dünyaya gücünü mətinliyini mübarizliyini nümayiş etdirdi daxili işlər orqanlarının kollektivi adından zəfər günü münasibətilə xalqımızı təbrik edirik
dinin daxil qoşunlarının hərbi qulluqçusu orxan babayevin vətən müharibəsində torpaqlarımızın işğaldan azad edilməsi uğrunda gedən döyüşlərdə şəhid olmasından il ötür dinin astara rpşnin əməkdaşları şəhidin ailəsini ziyarət ediblər
ağcabədi rpşnin əməkdaşları vətənimizin ərazi bütövlüyü uğrunda sinələrini sipər etmiş şəhidlərimizin ailələrinə baş çəkib onlarla həmsöhbət olub mənəvi dəstəklərini ifadə ediblər zəfər günü münasibətilə şəhidlərimizin ailə üzvlərini təbrik ediblər
oğuz rpşnin əməkdaşları noyabrzəfər günü əlaqədar rayonun şəhidlər xiyabanını ziyarət edib vətənimizin bütövlüyü uğrunda canlarını qurban verən mərd mübarizlərin məzarları üzərinə tər çiçəklər düzübəziz xatirələrini dərin ehtiramla yad ediblər
bakıda polis ictimai nəqliyyatda cibgirliklə məşğul olan şəxslərə qarşı əməliyyatlar keçirib cibgir saxlanılıb
bərdə rayon polis şöbəsinin təşkilatçılığı saylı tam orta məktəbdə karantin tələbləri nəzərə alınmaqla narkomaniyanın fəsadlarından bəhs edən maarfiləndirmə tədbiri keçirilib
suraxanı rayonunda narkotik vasitələrin qanunsuz dövriyyəsinə əllərdə saxlanılan odlu silahsursatların aşkar olunmasına həmçinin oğurluqlar edən şəxslərə qarşı son gün ərzində keçirilən əməliyyatlar zamanı nəfər saxlanılıb
il noyabr ayının daxili işlər orqanları tərəfindən qeydə alınmış cinayət hadisələr haqqında statistik məlumat
noyabrın daxili işlər nazirliyinin qida təhlükəsizliyi agentliyinin iqtisadiyyat nazirliyi yanında dövlət vergi xidmətinin nümayəndələri bakı şəhərində respublika ərazisində toy şənliyinin monitorinqini həyata keçirib
bakıda polisdən yayınmaq mütəmadi olaraq yaşayış ünvanını dəyişən narkotacir saxlanılıb
bakıda taksi sürücüsü adı altında narkokuryerlik edən şəxslərdən kiloqramdan artıq narkotik vasitə aşkar edilib
polis orqanları tərəfindən sanitariyagigiyena qaydalarının pozulması hallarının qarşısının alınması məqsədilə tədbirlər davam etdirilir
binəqədi rayonunda mağazalardan oğurluqlar edən onlayn yolla narkotik vasitələrin satışı məşğul olan şəxslər saxlanılıblar
sabunçu rayonunda milliön ödəmə terminalından min manat dollar oğurlayan şəxslər saxlanılıblar
noyabrın daxili işlər nazirliyinin qida təhlükəsizliyi agentliyinin iqtisadiyyat nazirliyi yanında dövlət vergi xidmətinin nümayəndələri bakı şəhərində respublika ərazisində toy şənliyinin monitorinqini həyata keçirib
il noyabr ayının daxili işlər orqanları tərəfindən qeydə alınmış cinayət hadisələr haqqında statistik məlumat
şəhid hərbi qulluqçuların mükafatları ailələrinə təqdim olunub
sumqayıtda keçrilən toy məclislərində vaksin olunmadan iştirak etmək istəyən nəfər aşkar edilərək geri qaytarılıb nəfər aktiv koronavirus xəstəsinin toyda iştirak etməsinin qarşısı alınıb
polis orqanları tərəfindən sanitariyagigiyena qaydalarının pozulması hallarının qarşısının alınması məqsədilə tədbirlər davam etdirilir
biləcəri qəsəbəsində evdən kombi aparatı oğurlayan şəxs saxlanılıb
vətən müharibəsində şəhid olan dinin daxili qoşunların hərbi qulluqçusu çavuş elşən quluzadənin xatirəsinə füzuli rayonunun qarabağ kəndində bulaq tikilib
nəsimi rayonunda narkokuryerlik avtomobilin şüşəsini sındıraraq oğurluq edən ümumilikdə nəfər saxlanılıb
il noyabr ayının daxili işlər orqanları tərəfindən qeydə alınmış cinayət hadisələr haqqında statistik məlumat
noyabrın daxili işlər nazirliyinin qida təhlükəsizliyi agentliyinin iqtisadiyyat nazirliyi yanında dövlət vergi xidmətinin nümayəndələri bakı şəhərində respublika ərazisində toy şənliyinin monitorinqini həyata keçirib
